org_code,school_name,school_address,school_phone_number,principal_name,principal_email,school_type,enrollment,grades_served,student_teacher_ratio,race_african_american_count,race_african_american_pct,race_american_indian_alaskan_native_count,race_american_indian_alaskan_native_pct,race_asian_count,race_asian_pct,race_hispanic_latino_count,race_hispanic_latino_pct,race_multi_race_non_hispanic_count,race_multi_race_non_hispanic_pct,race_native_hawaiian_pacific_islander_count,race_native_hawaiian_pacific_islander_pct,race_white_count,race_white_pct,pop_high_needs_count,pop_high_needs_pct,pop_english_learners_count,pop_english_learners_pct,pop_first_language_not_english_count,pop_first_language_not_english_pct,pop_low_income_count,pop_low_income_pct,pop_students_with_disabilities_count,pop_students_with_disabilities_pct
00350565,Quincy Upper School,"900 Washington Street  , Boston   MA   02111",617-635-8940,,scirasuolo@bostonpublicschools.org,Public,575,06 - 12,12 to 1,28,21.2,0,0.5,8,40.5,44,26.1,,,0,0.0,14,7.3,,,,,,,,,,
00350116,Roosevelt K-8 School,"95 Needham Road  , Hyde Park   MA   02136",617-635-8676,Bannet  Steele,bsteele@bostonpublicschools.org,Public,372,PK - 08,10.4 to 1,28,35.2,0,0.8,8,4.8,44,40.3,,,0,0.0,14,14.2,31,100.0,15,100.0,,,26,100.0,9,100.0
00350366,Russell Elementary School,"750 Columbia Road  , Dorchester   MA   02125",617-635-8803,Nicole  Wells,nwells@bostonpublicschools.org,Public,331,PK - 05,11.9 to 1,28,30.5,0,0.0,8,2.7,44,59.2,,,0,0.6,14,5.1,49,100.0,38,38,,,43,100.0,6,100.0
00350558,Ruth Batson Academy,"315 Mt Vernon St  , Dorchester   MA   02125",617-635-8937,Sophia  Stephney,sstephney@bostonpublicschools.org,Public,584,07 - 12,9.6 to 1,28,22.6,0,0.3,8,5.7,44,63.7,,,0,0.0,14,5.8,,,,,,,,,,
00350017,Sarah Roberts Elementary School,"105 Cummins Hgwy  , Boston   MA   02131",617-635-8069,,mwelch2@bostonpublicschools.org,Public,684,PK - 06,-,28,15.5,0,0.3,8,2.2,44,46.2,,,0,0.0,14,29.1,34,100.0,16,100.0,,,23,100.0,8,100.0
00350014,Shaw-Taylor Elementary School,"1060 Morton St  , Mattapan   MA   02126",617-635-8777,,jmarks@bostonpublicschools.org,Public,469,PK - 06,9.4 to 1,28,67.8,0,0.2,8,1.5,44,28.4,,,0,0.2,14,0.9,50,100.0,31,100.0,,,48,100.0,5,5
00350690,Snowden International High School,"150 Newbury Street  , Boston   MA   02116",617-635-9989,Raquel  Martinez,rmartinez3@bostonpublicschools.org,Public,435,09 - 12,11.1 to 1,28,33.8,0,0.5,8,4.6,44,51.0,,,0,0.0,14,6.2,,,,,,,,,,
00350657,TechBoston Academy,"9 Peacevale Road  , Dorchester   MA   02124",617-635-1615,Patrick  Cleary,pcleary@bostonpublicschools.org,Public,869,07 - 12,12.2 to 1,28,59.0,0,0.5,8,1.8,44,34.1,,,0,0.1,14,1.3,,,,,,,,,,
00350229,Tobin K-8 School,"40 Smith St  , Roxbury   MA   02120",617-635-8393,Karla  Jenkins,kjenkins@bostonpublicschools.org,Public,355,PK - 08,9.6 to 1,28,26.8,0,0.0,8,5.6,44,60.3,,,0,0.0,14,5.4,20,100.0,9,100.0,,,20,100.0,5,5
00350370,Trotter Elementary School,"135 Humboldt Avenue  , Dorchester   MA   02121",617-635-8225,Stephanie  Sibley,ssibley@bostonpublicschools.org,Public,360,PK - 06,10.7 to 1,28,48.6,0,0.3,8,1.1,44,41.9,,,0,0.3,14,1.7,55,100.0,26,100.0,,,53,100.0,23,100.0
00350181,Tynan Elementary School,"650 E.  Fourth Street  , South Boston   MA   02127",617-635-8641,Matthew  Fredericksen,mfredericksen@bostonpublicschools.org,Public,218,PK - 06,8.7 to 1,28,33.0,0,0.0,8,5.0,44,40.8,,,0,0.5,14,14.2,28,100.0,13,100.0,,,23,100.0,17,100.0
00350167,UP Academy Holland,"85 Olney Street  , Dorchester   MA   02121",617-635-8832,,amassoud-tastor@upacademyholland.org,Public,628,PK - 06,14.4 to 1,28,45.1,0,0.0,8,1.9,44,46.8,,,0,0.2,14,2.4,66,100.0,40,100.0,,,61,100.0,7,100.0
00350346,Warren-Prescott K-8 School,"50 School Street  , Charlestown   MA   02129",617-635-8346,Michele  Davis,mdavis4@bostonpublicschools.org,Public,544,PK - 08,11.1 to 1,28,9.0,0,0.0,8,4.0,44,19.1,,,0,0.0,14,63.4,22,100.0,9,100.0,,,15,100.0,14,100.0
00350374,Winship Elementary School,"54 Dighton Street  , Brighton   MA   02135",617-635-8399,Kenisha  Allen-Daley,kallendaley@bostonpublicschools.org,Public,349,PK - 06,13.9 to 1,28,11.5,0,0.0,8,18.6,44,36.1,,,0,0.0,14,25.8,28,100.0,13,100.0,,,17,100.0,8,100.0
00350180,Winthrop Elementary School,"35 Brookford Street  , Dorchester   MA   02125",617-635-8379,Chimdi  Uchendu,cuchendu@bostonpublicschools.org,Public,256,PK - 06,9.2 to 1,28,44.5,0,0.0,8,1.6,44,46.5,,,0,0.0,14,3.5,30,100.0,20,100.0,,,28,100.0,2,2
00350380,Young Achievers Elementary School,"20 Outlook Road  , Mattapan   MA   02126",617-635-6804,Jomila  Smith,jsmith4@bostonpublicschools.org,Public,422,PK - 08,10.7 to 1,28,48.3,0,0.9,8,0.0,44,48.8,,,0,0.5,14,0.5,42,100.0,22,100.0,,,37,100.0,5,5
