school,website_link,grades_allowed,school_start_date,school_end_date,programs,special_needs_accommodations,contact_info,address,extracurricular_activities,number_students_enrolled,other_pertinent_info
"1/20/2026: 5:00 PM - 6:00 PM, (V) 1/14/2026: 8:45 AM - 11:15 AM, (P) 1/15/2026: 10:00 AM - 11:00 AM, (P)
Eliot K-8 Innovation School (K0-8) Frederick Elementary School (K0-6) Hale Elementary (K0*-6)
16 Charter St, North End 270 Columbia Rd, Dorchester 51 Cedar St, Roxbury
Alexa Hingston: 617-635-8545 Jessica Senat: 857-753-1641 Claudia Velazquez: 857-397-5399
11/18/2025: 9:00 AM - 10:00 AM, (P) 11/12/2025: 5:30 PM - 7:00 PM, (P) 12/5/2025: 4:00 PM - 4:45 PM, (P)",https://www.bostonpublicschools.org/school/1202026-500-pm-600-pm-v-1142026-845-am-1115-am-p-1152026-1000-am-1100-am-p-eliot-k-8-innovation-school-k0-8-frederick-elementary-school-k0-6-hale-elementary-k0-6-16-charter-st-north-end-270-columbia-rd-dorchester-51-cedar-st-roxbury-alexa-hingston-617-635-8545-jessica-senat-857-753-1641-claudia-velazquez-857-397-5399-11182025-900-am-1000-am-p-11122025-530-pm-700-pm-p-1252025-400-pm-445-pm-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1202026-500-pm-600-pm-v-1142026-845-am-1115-am-p-1152026-1000-am-1100-am-p-eliot-k-8-innovation-school-k0-8-frederick-elementary-school-k0-6-hale-elementary-k0-6-16-charter-st-north-end-270-columbia-rd-dorchester-51-cedar-st-roxbury-alexa-hingston-617-635-8545-jessica-senat-857-753-1641-claudia-velazquez-857-397-5399-11182025-900-am-1000-am-p-11122025-530-pm-700-pm-p-1252025-400-pm-445-pm-p
"1/13/2026: 9:00 AM - 10:00 AM, (P) 1/13/2026: 5:00 PM - 6:30 PM, (P) 1/27/2026: 9:00 AM - 9:45 AM, (P)
(Note: The Clap and Winthrop Schools are
merging into the Frederick for SY2627).
Ellis Elementary (K0*-6) Gardner Pilot Academy (K0*-6) Haley Pilot School (K0*-6)
302 Walnut Ave, Roxbury 30 Athol St, Allston 570 Amer Legion Hwy, Roslindale
Gabriela Chew: 617-635-8257 Losangela Batista: 617-506-9075 Kathleen Sullivan: 617-635-8169
11/18/2025: 10:30 AM - 11:30 AM, (P) 11/13/2025: 3:00 PM - 4:00 PM, (V) 11/10/2025: 9:30 AM - 10:30 AM, (P)",https://www.bostonpublicschools.org/school/1132026-900-am-1000-am-p-1132026-500-pm-630-pm-p-1272026-900-am-945-am-p-note-the-clap-and-winthrop-schools-are-merging-into-the-frederick-for-sy2627-ellis-elementary-k0-6-gardner-pilot-academy-k0-6-haley-pilot-school-k0-6-302-walnut-ave-roxbury-30-athol-st-allston-570-amer-legion-hwy-roslindale-gabriela-chew-617-635-8257-losangela-batista-617-506-9075-kathleen-sullivan-617-635-8169-11182025-1030-am-1130-am-p-11132025-300-pm-400-pm-v-11102025-930-am-1030-am-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1132026-900-am-1000-am-p-1132026-500-pm-630-pm-p-1272026-900-am-945-am-p-note-the-clap-and-winthrop-schools-are-merging-into-the-frederick-for-sy2627-ellis-elementary-k0-6-gardner-pilot-academy-k0-6-haley-pilot-school-k0-6-302-walnut-ave-roxbury-30-athol-st-allston-570-amer-legion-hwy-roslindale-gabriela-chew-617-635-8257-losangela-batista-617-506-9075-kathleen-sullivan-617-635-8169-11182025-1030-am-1130-am-p-11132025-300-pm-400-pm-v-11102025-930-am-1030-am-p
Dudley Street Neighborhood School Ellison-Parks Early Education School,https://www.bostonpublicschools.org/school/dudley-street-neighborhood-school-ellison-parks-early-education-school,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/dudley-street-neighborhood-school-ellison-parks-early-education-school
(K1-5) (K0-3) Greater Egleston High School (9-12),https://www.bostonpublicschools.org/school/k1-5-k0-3-greater-egleston-high-school-9-12,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/k1-5-k0-3-greater-egleston-high-school-9-12
"6 Shirley St, Roxbury 108 Babson St, Mattapan 80 School St, Roxbury",https://www.bostonpublicschools.org/school/6-shirley-st-roxbury-108-babson-st-mattapan-80-school-st-roxbury,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/6-shirley-st-roxbury-108-babson-st-mattapan-80-school-st-roxbury
(K0-1) English High School (7-12) Sarah Greenwood K-8 School (K1-8),https://www.bostonpublicschools.org/school/k0-1-english-high-school-7-12-sarah-greenwood-k-8-school-k1-8,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/k0-1-english-high-school-7-12-sarah-greenwood-k-8-school-k1-8
East Boston High School (7-12) Everett Elementary (K0*-6) Grew Elementary (K0-6),https://www.bostonpublicschools.org/school/east-boston-high-school-7-12-everett-elementary-k0-6-grew-elementary-k0-6,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/east-boston-high-school-7-12-everett-elementary-k0-6-grew-elementary-k0-6
Edison Elementary (K1-6) Fenway High School (9-12) Guild Elementary (K0*-6),https://www.bostonpublicschools.org/school/edison-elementary-k1-6-fenway-high-school-9-12-guild-elementary-k0-6,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/edison-elementary-k1-6-fenway-high-school-9-12-guild-elementary-k0-6
Eliot K-8 Innovation School (K0-8) Frederick Elementary School (K0-6) Hale Elementary (K0*-6),https://www.bostonpublicschools.org/school/eliot-k-8-innovation-school-k0-8-frederick-elementary-school-k0-6-hale-elementary-k0-6,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/eliot-k-8-innovation-school-k0-8-frederick-elementary-school-k0-6-hale-elementary-k0-6
(Note: The Clap and Winthrop Schools are,https://www.bostonpublicschools.org/school/note-the-clap-and-winthrop-schools-are,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/note-the-clap-and-winthrop-schools-are
Ellis Elementary (K0*-6) Gardner Pilot Academy (K0*-6) Haley Pilot School (K0*-6),https://www.bostonpublicschools.org/school/ellis-elementary-k0-6-gardner-pilot-academy-k0-6-haley-pilot-school-k0-6,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/ellis-elementary-k0-6-gardner-pilot-academy-k0-6-haley-pilot-school-k0-6
"Higginson Inclusion K0-2 School Kennedy Academy for Health
Harvard-Kent Elementary (K0-6) (K0*-2) Careers (12)
50 Bunker Hill St, Charlestown 160 Harrishof Street, Roxbury 10 Fenwood Road, Boston
Dariana Arteaga: 617-635-8358 Magno Garcia: 781-591-0772 Luz Molina Cabrera: 617-635-8450
11/13/2025: 5:00 PM - 6:00 PM, (P) 11/19/2025: 10:30 AM - 11:00 AM, (P) 11/8/2025: 10:00 AM - 11:30 AM, (P)",https://www.bostonpublicschools.org/school/higginson-inclusion-k0-2-school-kennedy-academy-for-health-harvard-kent-elementary-k0-6-k0-2-careers-12-50-bunker-hill-st-charlestown-160-harrishof-street-roxbury-10-fenwood-road-boston-dariana-arteaga-617-635-8358-magno-garcia-781-591-0772-luz-molina-cabrera-617-635-8450-11132025-500-pm-600-pm-p-11192025-1030-am-1100-am-p-1182025-1000-am-1130-am-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/higginson-inclusion-k0-2-school-kennedy-academy-for-health-harvard-kent-elementary-k0-6-k0-2-careers-12-50-bunker-hill-st-charlestown-160-harrishof-street-roxbury-10-fenwood-road-boston-dariana-arteaga-617-635-8358-magno-garcia-781-591-0772-luz-molina-cabrera-617-635-8450-11132025-500-pm-600-pm-p-11192025-1030-am-1100-am-p-1182025-1000-am-1130-am-p
"1/15/2026: 5:00 PM - 6:00 PM, (P) 1/28/2026: 10:30 AM - 11:00 AM, (P) 1/10/2026: 10:00 AM - 11:30 AM, (V)
Haynes Early Education Center
(K0-1) Higginson-Lewis 3-8 School (3-8) John F Kennedy Elementary (K0-6)
263 Blue Hill Ave, Roxbury 131 Walnut Ave, Roxbury 7 Bolster St, Jamaica Plain
Francisca Guevara: 617-635-6446 Madiline Gomez: 617-251-8568 Ms. Sanchez: 617-635-8127
12/3/2025: 11:00 AM - 1:00 PM, (P) 11/14/2025: 10:00 AM - 11:00 AM, (P) 11/14/2025: 9:30 AM - 10:30 AM, (P)",https://www.bostonpublicschools.org/school/1152026-500-pm-600-pm-p-1282026-1030-am-1100-am-p-1102026-1000-am-1130-am-v-haynes-early-education-center-k0-1-higginson-lewis-3-8-school-3-8-john-f-kennedy-elementary-k0-6-263-blue-hill-ave-roxbury-131-walnut-ave-roxbury-7-bolster-st-jamaica-plain-francisca-guevara-617-635-6446-madiline-gomez-617-251-8568-ms-sanchez-617-635-8127-1232025-1100-am-100-pm-p-11142025-1000-am-1100-am-p-11142025-930-am-1030-am-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1152026-500-pm-600-pm-p-1282026-1030-am-1100-am-p-1102026-1000-am-1130-am-v-haynes-early-education-center-k0-1-higginson-lewis-3-8-school-3-8-john-f-kennedy-elementary-k0-6-263-blue-hill-ave-roxbury-131-walnut-ave-roxbury-7-bolster-st-jamaica-plain-francisca-guevara-617-635-6446-madiline-gomez-617-251-8568-ms-sanchez-617-635-8127-1232025-1100-am-100-pm-p-11142025-1000-am-1100-am-p-11142025-930-am-1030-am-p
"1/28/2026: 11:00 AM - 12:00 PM, (P) 1/12/2026: 10:00 AM - 11:00 AM, (P) 1/16/2026: 9:30 AM - 10:30 AM, (P)
Henderson K-12 Inclusion School Patrick J. Kennedy Elementary
Lower (K0-1) Holmes Elementary (K0-6) (K0*-6)
1669 Dorchester Ave, Dorchester 40 School St, Dorchester 242 Bennington St., East Boston
Kristen Goncalves Redden:
Lori Wiggins: 617-635-8725 Mrs. Stewart: 617-635-8681 617-635-8466
11/17/2025: 6:00 PM - 7:00 PM, (V) 11/19/2025: 11:00 AM - 12:00 PM, (P) 12/4/2025: 1:30 PM - 2:15 PM, (P)",https://www.bostonpublicschools.org/school/1282026-1100-am-1200-pm-p-1122026-1000-am-1100-am-p-1162026-930-am-1030-am-p-henderson-k-12-inclusion-school-patrick-j-kennedy-elementary-lower-k0-1-holmes-elementary-k0-6-k0-6-1669-dorchester-ave-dorchester-40-school-st-dorchester-242-bennington-st-east-boston-kristen-goncalves-redden-lori-wiggins-617-635-8725-mrs-stewart-617-635-8681-617-635-8466-11172025-600-pm-700-pm-v-11192025-1100-am-1200-pm-p-1242025-130-pm-215-pm-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1282026-1100-am-1200-pm-p-1122026-1000-am-1100-am-p-1162026-930-am-1030-am-p-henderson-k-12-inclusion-school-patrick-j-kennedy-elementary-lower-k0-1-holmes-elementary-k0-6-k0-6-1669-dorchester-ave-dorchester-40-school-st-dorchester-242-bennington-st-east-boston-kristen-goncalves-redden-lori-wiggins-617-635-8725-mrs-stewart-617-635-8681-617-635-8466-11172025-600-pm-700-pm-v-11192025-1100-am-1200-pm-p-1242025-130-pm-215-pm-p
"1/13/2026: 10:00 AM - 11:00 AM, (P) 1/21/2026: 11:00 AM - 12:00 PM, (P) 1/29/2026: 10:00 AM - 10:45 AM, (P)
Henderson K-12 Inclusion School Horace Mann School for the Deaf &
Upper (2-8, 10-12) Hard of Hearing (K0-12) Kenny Elementary (K0*-6)
18 Croftland Ave, Dorchester 28 Walker St, Charlestown 19 Oakton Ave, Dorchester
Lori Wiggins: 617-635-6365 Contact school for more information. Sharee Gittens: 617-635-8789
11/18/2025: 6:00 PM - 7:00 PM, (V) Michelle Eisan-Smith 11/15/2025: 9:00 AM - 10:00 AM, (P)",https://www.bostonpublicschools.org/school/1132026-1000-am-1100-am-p-1212026-1100-am-1200-pm-p-1292026-1000-am-1045-am-p-henderson-k-12-inclusion-school-horace-mann-school-for-the-deaf-upper-2-8-10-12-hard-of-hearing-k0-12-kenny-elementary-k0-6-18-croftland-ave-dorchester-28-walker-st-charlestown-19-oakton-ave-dorchester-lori-wiggins-617-635-6365-contact-school-for-more-information-sharee-gittens-617-635-8789-11182025-600-pm-700-pm-v-michelle-eisan-smith-11152025-900-am-1000-am-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1132026-1000-am-1100-am-p-1212026-1100-am-1200-pm-p-1292026-1000-am-1045-am-p-henderson-k-12-inclusion-school-horace-mann-school-for-the-deaf-upper-2-8-10-12-hard-of-hearing-k0-12-kenny-elementary-k0-6-18-croftland-ave-dorchester-28-walker-st-charlestown-19-oakton-ave-dorchester-lori-wiggins-617-635-6365-contact-school-for-more-information-sharee-gittens-617-635-8789-11182025-600-pm-700-pm-v-michelle-eisan-smith-11152025-900-am-1000-am-p
"1/13/2026: 9:00 AM - 10:00 AM, (P) (617) 635-8534 1/20/2026: 6:00 PM - 7:00 PM, (P)
Kilmer K-8 School (Lower Campus)
Hennigan Elementary (K0-6) Hurley K-8 School (K0*-8) (K0*-3)
200 Heath St, Jamaica Plain 70 Worcester St, South End 35 Baker St, West Roxbury
Delourdes Joseph and Jinet Lopez:
617-635-8264 Ms. Rachel: 617-635-8489 Norberto Mendez: 617-635-8060
11/19/2025: 9:00 AM - 10:00 AM, (P) 12/5/2025: 8:15 AM - 9:30 AM, (P) 12/5/2025: 11:00 AM - 12:00 PM, (P)",https://www.bostonpublicschools.org/school/1132026-900-am-1000-am-p-617-635-8534-1202026-600-pm-700-pm-p-kilmer-k-8-school-lower-campus-hennigan-elementary-k0-6-hurley-k-8-school-k0-8-k0-3-200-heath-st-jamaica-plain-70-worcester-st-south-end-35-baker-st-west-roxbury-delourdes-joseph-and-jinet-lopez-617-635-8264-ms-rachel-617-635-8489-norberto-mendez-617-635-8060-11192025-900-am-1000-am-p-1252025-815-am-930-am-p-1252025-1100-am-1200-pm-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1132026-900-am-1000-am-p-617-635-8534-1202026-600-pm-700-pm-p-kilmer-k-8-school-lower-campus-hennigan-elementary-k0-6-hurley-k-8-school-k0-8-k0-3-200-heath-st-jamaica-plain-70-worcester-st-south-end-35-baker-st-west-roxbury-delourdes-joseph-and-jinet-lopez-617-635-8264-ms-rachel-617-635-8489-norberto-mendez-617-635-8060-11192025-900-am-1000-am-p-1252025-815-am-930-am-p-1252025-1100-am-1200-pm-p
"1/12/2026: 1:00 PM - 2:00 PM, (P) 1/23/2026: 8:15 AM - 9:30 AM, (P) 1/16/2026: 2:30 PM - 3:30 PM, (P)
Kennedy Academy for Health Kilmer K-8 School (Upper Campus)
Hernandez Elementary (K1-6) Careers (9-11) (4-8)
61 School St, Roxbury 152 Arlington Street, Boston 140 Russett Rd, West Roxbury
Anita Torres and Brandel Delgado
Rodriguez: 617-635-8187 Luz Molina Cabrera: 617-635-8450 Norberto Mendez: 617-635-8060
11/19/2025: 9:30 AM - 10:30 AM, (P) 11/8/2025: 10:00 AM - 11:30 AM, (P) 12/5/2025: 11:00 AM - 12:00 PM, (P)",https://www.bostonpublicschools.org/school/1122026-100-pm-200-pm-p-1232026-815-am-930-am-p-1162026-230-pm-330-pm-p-kennedy-academy-for-health-kilmer-k-8-school-upper-campus-hernandez-elementary-k1-6-careers-9-11-4-8-61-school-st-roxbury-152-arlington-street-boston-140-russett-rd-west-roxbury-anita-torres-and-brandel-delgado-rodriguez-617-635-8187-luz-molina-cabrera-617-635-8450-norberto-mendez-617-635-8060-11192025-930-am-1030-am-p-1182025-1000-am-1130-am-p-1252025-1100-am-1200-pm-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1122026-100-pm-200-pm-p-1232026-815-am-930-am-p-1162026-230-pm-330-pm-p-kennedy-academy-for-health-kilmer-k-8-school-upper-campus-hernandez-elementary-k1-6-careers-9-11-4-8-61-school-st-roxbury-152-arlington-street-boston-140-russett-rd-west-roxbury-anita-torres-and-brandel-delgado-rodriguez-617-635-8187-luz-molina-cabrera-617-635-8450-norberto-mendez-617-635-8060-11192025-930-am-1030-am-p-1182025-1000-am-1130-am-p-1252025-1100-am-1200-pm-p
Higginson Inclusion K0-2 School Kennedy Academy for Health,https://www.bostonpublicschools.org/school/higginson-inclusion-k0-2-school-kennedy-academy-for-health,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/higginson-inclusion-k0-2-school-kennedy-academy-for-health
(K0-1) Higginson-Lewis 3-8 School (3-8) John F Kennedy Elementary (K0-6),https://www.bostonpublicschools.org/school/k0-1-higginson-lewis-3-8-school-3-8-john-f-kennedy-elementary-k0-6,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/k0-1-higginson-lewis-3-8-school-3-8-john-f-kennedy-elementary-k0-6
Henderson K-12 Inclusion School Patrick J. Kennedy Elementary,https://www.bostonpublicschools.org/school/henderson-k-12-inclusion-school-patrick-j-kennedy-elementary,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/henderson-k-12-inclusion-school-patrick-j-kennedy-elementary
"1669 Dorchester Ave, Dorchester 40 School St, Dorchester 242 Bennington St., East Boston",https://www.bostonpublicschools.org/school/1669-dorchester-ave-dorchester-40-school-st-dorchester-242-bennington-st-east-boston,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1669-dorchester-ave-dorchester-40-school-st-dorchester-242-bennington-st-east-boston
Henderson K-12 Inclusion School Horace Mann School for the Deaf &,https://www.bostonpublicschools.org/school/henderson-k-12-inclusion-school-horace-mann-school-for-the-deaf,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/henderson-k-12-inclusion-school-horace-mann-school-for-the-deaf
Kilmer K-8 School (Lower Campus),https://www.bostonpublicschools.org/school/kilmer-k-8-school-lower-campus,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/kilmer-k-8-school-lower-campus
Hennigan Elementary (K0-6) Hurley K-8 School (K0*-8) (K0*-3),https://www.bostonpublicschools.org/school/hennigan-elementary-k0-6-hurley-k-8-school-k0-8-k0-3,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/hennigan-elementary-k0-6-hurley-k-8-school-k0-8-k0-3
Kennedy Academy for Health Kilmer K-8 School (Upper Campus),https://www.bostonpublicschools.org/school/kennedy-academy-for-health-kilmer-k-8-school-upper-campus,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/kennedy-academy-for-health-kilmer-k-8-school-upper-campus
"61 School St, Roxbury 152 Arlington Street, Boston 140 Russett Rd, West Roxbury",https://www.bostonpublicschools.org/school/61-school-st-roxbury-152-arlington-street-boston-140-russett-rd-west-roxbury,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/61-school-st-roxbury-152-arlington-street-boston-140-russett-rd-west-roxbury
"King Elementary (K0*-6) Manning Elementary (K0*-6) McKay K-8 School (K0-8)
77 Lawrence Ave, Dorchester 130 Louders Lane, Jamaica Plain 122 Cottage St, East Boston
Mr. Rakeem Pinckney: 617-635-8212 Jessica Council: 617-635-8102 David Ramos: 857-332-1481
11/21/2025: 9:30 AM - 10:30 AM, (V) 11/18/2025: 10:00 AM - 11:00 AM, (P) 11/19/2025: 9:00 AM - 10:00 AM, (P)",https://www.bostonpublicschools.org/school/king-elementary-k0-6-manning-elementary-k0-6-mckay-k-8-school-k0-8-77-lawrence-ave-dorchester-130-louders-lane-jamaica-plain-122-cottage-st-east-boston-mr-rakeem-pinckney-617-635-8212-jessica-council-617-635-8102-david-ramos-857-332-1481-11212025-930-am-1030-am-v-11182025-1000-am-1100-am-p-11192025-900-am-1000-am-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/king-elementary-k0-6-manning-elementary-k0-6-mckay-k-8-school-k0-8-77-lawrence-ave-dorchester-130-louders-lane-jamaica-plain-122-cottage-st-east-boston-mr-rakeem-pinckney-617-635-8212-jessica-council-617-635-8102-david-ramos-857-332-1481-11212025-930-am-1030-am-v-11182025-1000-am-1100-am-p-11192025-900-am-1000-am-p
"1/8/2026: 4:00 PM - 5:00 PM, (P) 1/12/2026: 10:00 AM - 11:00 AM, (V) 1/7/2026: 9:00 AM - 10:00 AM, (P)
Lee Academy (K1-3) Margarita Muniz Academy (7-12) Melvin H King - Elementary (K2-5)
25 Dunbar Av, Dorchester 20 Child St, Jamaica Plain 90 Warren Ave, Back Bay
Govi Tovar: 617-635-8618 Cecilia Soriano: 617-635-8198 Contact school for more information.
11/17/2025: 8:30 AM - 9:30 AM, (P) 11/19/2025: 9:00 AM - 10:00 AM, (P) Debbie O'Shea",https://www.bostonpublicschools.org/school/182026-400-pm-500-pm-p-1122026-1000-am-1100-am-v-172026-900-am-1000-am-p-lee-academy-k1-3-margarita-muniz-academy-7-12-melvin-h-king-elementary-k2-5-25-dunbar-av-dorchester-20-child-st-jamaica-plain-90-warren-ave-back-bay-govi-tovar-617-635-8618-cecilia-soriano-617-635-8198-contact-school-for-more-information-11172025-830-am-930-am-p-11192025-900-am-1000-am-p-debbie-oshea,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/182026-400-pm-500-pm-p-1122026-1000-am-1100-am-v-172026-900-am-1000-am-p-lee-academy-k1-3-margarita-muniz-academy-7-12-melvin-h-king-elementary-k2-5-25-dunbar-av-dorchester-20-child-st-jamaica-plain-90-warren-ave-back-bay-govi-tovar-617-635-8618-cecilia-soriano-617-635-8198-contact-school-for-more-information-11172025-830-am-930-am-p-11192025-900-am-1000-am-p-debbie-oshea
"1/15/2026: 12:00 PM - 1:00 PM, (V) 1/15/2026: 6:30 PM - 7:30 PM, (P) (617) 635-9978
Lee K-8 School (K0*-8) Mario Umana Academy (K0*-8) Melvin H King - Prep (9-12)
155 Talbot Ave, Dorchester 312 Border St, East Boston 97 Peterborough St, Fenway
Angela Batista: 617-635-8687 Reyna Alfaro: 617-635-8481 Contact school for more information.
11/18/2025: 9:00 AM - 9:45 AM, (V) 11/20/2025: 8:30 AM - 9:30 AM, (P) Debbie O'Shea",https://www.bostonpublicschools.org/school/1152026-1200-pm-100-pm-v-1152026-630-pm-730-pm-p-617-635-9978-lee-k-8-school-k0-8-mario-umana-academy-k0-8-melvin-h-king-prep-9-12-155-talbot-ave-dorchester-312-border-st-east-boston-97-peterborough-st-fenway-angela-batista-617-635-8687-reyna-alfaro-617-635-8481-contact-school-for-more-information-11182025-900-am-945-am-v-11202025-830-am-930-am-p-debbie-oshea,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1152026-1200-pm-100-pm-v-1152026-630-pm-730-pm-p-617-635-9978-lee-k-8-school-k0-8-mario-umana-academy-k0-8-melvin-h-king-prep-9-12-155-talbot-ave-dorchester-312-border-st-east-boston-97-peterborough-st-fenway-angela-batista-617-635-8687-reyna-alfaro-617-635-8481-contact-school-for-more-information-11182025-900-am-945-am-v-11202025-830-am-930-am-p-debbie-oshea
"1/23/2026: 9:00 AM - 9:45 AM, (P) 1/29/2026: 8:30 AM - 9:30 AM, (P) (617) 635-9907
Melvin H King - South End Academy
Lyndon K-8 School (K0*-8) Mason Elementary (K0-5) (7-12)
20 Mt Vernon St, West Roxbury 150 Norfolk Ave, Roxbury 90 Warren Ave, Back Bay
Blanca Burgos: 617-635-6824 Benjamin Rockoff: 857-222-2885 Contact school for more information.
11/20/2025: 4:00 PM - 5:00 PM, (P) 11/14/2025: 10:00 AM - 11:00 AM, (P) Debbie O'Shea",https://www.bostonpublicschools.org/school/1232026-900-am-945-am-p-1292026-830-am-930-am-p-617-635-9907-melvin-h-king-south-end-academy-lyndon-k-8-school-k0-8-mason-elementary-k0-5-7-12-20-mt-vernon-st-west-roxbury-150-norfolk-ave-roxbury-90-warren-ave-back-bay-blanca-burgos-617-635-6824-benjamin-rockoff-857-222-2885-contact-school-for-more-information-11202025-400-pm-500-pm-p-11142025-1000-am-1100-am-p-debbie-oshea,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1232026-900-am-945-am-p-1292026-830-am-930-am-p-617-635-9907-melvin-h-king-south-end-academy-lyndon-k-8-school-k0-8-mason-elementary-k0-5-7-12-20-mt-vernon-st-west-roxbury-150-norfolk-ave-roxbury-90-warren-ave-back-bay-blanca-burgos-617-635-6824-benjamin-rockoff-857-222-2885-contact-school-for-more-information-11202025-400-pm-500-pm-p-11142025-1000-am-1100-am-p-debbie-oshea
"1/20/2026: 5:30 PM - 6:30 PM, (V) 1/14/2026: 5:00 PM - 6:00 PM, (V) (617) 635-9976
Lyon Elementary (K0, K2-6) Mather Elementary (K0*-6) Mendell Elementary (K0*-6)
50 Beechcroft St, Brighton 24 Parish St, Dorchester 164 School St, Roxbury
Jacqueline Carolan, John Hynes, and Adeleine Mannion, Stacey Watford, and
Adonys Garcia: 617-635-7945 Veronica Rosario: 617-942-1239 Deniere Watford-Jackson: 617-635-8234
11/13/2025: 10:00 AM - 10:50 AM, (P) 11/19/2025: 10:00 AM - 11:00 AM, (P) 12/3/2025: 11:30 AM - 12:15 PM, (P)",https://www.bostonpublicschools.org/school/1202026-530-pm-630-pm-v-1142026-500-pm-600-pm-v-617-635-9976-lyon-elementary-k0-k2-6-mather-elementary-k0-6-mendell-elementary-k0-6-50-beechcroft-st-brighton-24-parish-st-dorchester-164-school-st-roxbury-jacqueline-carolan-john-hynes-and-adeleine-mannion-stacey-watford-and-adonys-garcia-617-635-7945-veronica-rosario-617-942-1239-deniere-watford-jackson-617-635-8234-11132025-1000-am-1050-am-p-11192025-1000-am-1100-am-p-1232025-1130-am-1215-pm-p,,,,,,,,,,Error fetching page: 404 Client Error: Not Found for url: https://www.bostonpublicschools.org/school/1202026-530-pm-630-pm-v-1142026-500-pm-600-pm-v-617-635-9976-lyon-elementary-k0-k2-6-mather-elementary-k0-6-mendell-elementary-k0-6-50-beechcroft-st-brighton-24-parish-st-dorchester-164-school-st-roxbury-jacqueline-carolan-john-hynes-and-adeleine-mannion-stacey-watford-and-adonys-garcia-617-635-7945-veronica-rosario-617-942-1239-deniere-watford-jackson-617-635-8234-11132025-1000-am-1050-am-p-11192025-1000-am-1100-am-p-1232025-1130-am-1215-pm-p
